review,sentiment
"This movie just seemed to lack direction. The plot developed so many twists in such a short amount of time that it seemed to lose any semblance of what the true storyline was. There was a lot of wasted dialogue and just seemed like the writing was rushed and a little too wandering. The exorcism scenes and possession story began to take a back seat to the character's back stories (which were a little weak to begin with).<br /><br />All in all, I would say skip it unless you have rented out the rest of the horror section at your local video store and you have a jones for a movie you haven't seen before. You're much better off just watching The Exorcist or The Exorcism of Emily Rose.",negative
"This movie just stunk. I know that some people will say that anybody who thinks it is no good ""just doesn't get it."" I like Wenders in American Friend and Wings of Desire. But this is utter dreck. The main character is so annoying that I couldn't care less what he does. He is, as has been said in another review bouncing around like a little annoying monkey. I just couldn't stand him or force myself to care. This is the case with most of the characters who just seem to be trying to hard to be goofey or weird. I liked the Mel Gibson character and the Milla Jovovich characters and wish they would have focused more on them. Milla is of course beautiful, pitiful and you really feel for her and what she has been thru and why she is the way she is. I see Gibsons character as almost Frankenstien like. I just wish he would have save Milla and brunt the hotel down with all the worthless boring characters that lived in it. Milla Rating 10 Movie rating 0",negative
"This movie just was not very funny. There's not much else to say, other than that it was kind of embarrassing for Laurence Fishburne and David Hyde Pierce, both of whom deserve much better than this. Also, I don't understand why, after this movie completely and utterly bombed, WB insisted on making it into a TV show.",negative
This movie kinda let me down. It seemed a lot like the movie Jaws when the Hopper was telling the Mayor to close parks was like when Roy Shider was telling the Mayor to close the beaches. They both said no way its summer! But the box says Hopper has to get into the mind of a killer and think like one. But he really doesn't do anything too interesting or exciting. I'm not even a little convinced he and his partner have any experience doing police work when they are in the office wondering how they are gonna solve this case. They just say lets do police work and we'll solve it. And whats up with all the old men with pool cues. I didn't even begin to believe that they were mob bosses. And then the guy who was doubting the guy the mob picked to handle finding the killer. With his hundred dollar haircut and that he thinks his Di@k is the size of a schoolbus. Come on what cruddy lines. I thought he was gonna hit him with a baseball bat like in the other movies. I got this movie used and wouldn't buy it new. I suggest you skip this movie. Oh and it was funny seeing the microphone above the scene where hopper is going out to get coffee.,negative
"This movie kind of reminds me of A Mary-Kate and Ashley movie-only worse. Just the rich sisters kind of thing I think even though Alysons more the actress, in this movie Amanda michalka was okay sometimes but Alysons acting stunk. i think that after high-school musical they needed to come up with somethihng better and this definitely wasn't it. The story line wasn't that great and I think they should have gotten two other people to play Taylor and Courtney. I'm not a big Alyson Michalka fan and this movie didn't make me like her any better. i think they should definitely sick to singing and only watch this movie if you have nothing better to do (which sadly I didn't)",negative
"This movie lacked credibility for two reasons. One, no mayor of a major city, and New York is certainly as major as it gets. Would allow a borough in his city to degenerate into such a violent place to live; especially for voters who could have much to say about his or her future job security. All of the victims in the movie were mostly elderly, Jewish or defenseless. At 62-years of age, I have never seen a movie that depicted such utter lack of respect for authority as this movie did. Even ""Escape from New York,"" which was fictional, up front, i.e. they told you that this was science fiction, didn't resort to such deep-seated violence. In this movie, most of the elderly victims were victimized and yet had guns but were unwilling to use them. Also, in this movie and I have not seen the prior two, is more lawless than the ""Escape"" movie. Secondly, gangs as far as my research shows have never been as cooperative as this movie makes them out to be. On the one hand they catch a gang member from another gang working in their area and he's killed. Yet when the heroes start shooting at the local gang bangers, the next gang over is welcomed with open arms. Outside gang members are always viewed as outsiders and are stopped. We are supposed to believe that when automatic weapons are used against our gang, the other gangs want to be all into it. Why did the outside gangs come to help? I believe that more than one gang from outside came to help. What did they come for? Another question, why was the gang leader in jail and why do fellow jail inmates ask his permission to attack Bronson's character? This was not a great movie and I could go on, but I won't.",negative
"This movie lacked... everything: story, acting, surprise, ingenuity and a soul. Fifteen minutes in, I was staring at the screen saying, ""How could all of these guys get together and consider themselves friends (even without the girl)?"" Another fifteen minutes in, I was praying for as much Amanda Peet as possible. When a bad movie quietly rears it's ugly head, eye candy is a nice consolation. But there wasn't much of that! Cheated on all fronts!",negative
"This movie lacks in everything. Except Bobby deol, who in his own standards is mediocre, no one in this movie has come close to act in a single scene. Kangana is complete fake in her acting.<br /><br />The great Anupam Kher has a guest appearance and is better in those 2 minutes than bobby in the whole movie. The music does'nt compliment the movie<br /><br />that well. The contrast in Music between Bobby and Upen is not highlighted that well. Great concept gone completely wrong. The movie does'nt have a proper ending. Please don't waste your time as i did on this movie",negative
"this movie let me down decidedly hard. it was a great concept that was ruined with a horrible script. The story just didn't flow and was disjointed at best. There were so many elements to this story that were not explained, or were forced into place with out any real thought. elements like the love story could have been expanded on a bit more, and the cannons need to be written in better. the whole main character growing up thing needed more about the training he was receiving and less standing around. everyone likes a good ""little guy overcomes"" story and this showed promise but with the scripting failures wasn't to be. While it did have some pyrotechnics in the final battle sequence it was lackluster due to a lack of choreography. this made for a maddeningly boring watch<br /><br />it could have been so good :(",negative
"This movie, like so many others (Remember the Titans, Miracle), follows the basic sports-movie formula: There's a guy, he's a jerk. Jerk does bad. Jerk must play by someone else's rules. Someone else's rules change Jerk, Jerk becomes good. Insert tragedy (Death, drugs, riots, etc.). Tragedy effects Jerk, makes him totally change. Jerk must now play championship game. Lots of close-ups on the sweating players and the balls. Jerk wins. Quote from coach or news or something that explains title. Credits. Weren't you touched? These movies can now be used to sort out the morons of society. Anyone who pays to see this in theatres must be slapped.",negative
"This movie looked as if it might be good at the beginning, but never fleshed out to it's expectations. The director is talented and has some good camera angles and artistic ideas (typical of the Asian directors), but doesn't know how to create or tell a good story to go along with it. The story was fragmented and seemed to go off in all sorts of different directions throughout the film, never finding a solid, explainable, interesting angle. Basically, the movie never fit the explanation on the press releases. The acting was very good, however. All the actors gave good performances, and Jude Law was outstanding as he is always is. It is too bad he chose to do such a weak film.",negative
"This movie looked fun on the cover and I honestly thought 'how bad can this be?' Little did I know. Out of the gate the dialogue was UNBEARABLE. It was contrived, unrealistic and not even interesting. Dialogue on UPN syndicated television shows is more natural sounding. The story was implausible and had nearly zero play-off at the end. The end with the snake is almost confusing and seemed staged. The only remotely interesting character is Rose McGowen's, who is mute which prevents her from being ruined with cliche ridden garbage dialogue (well, at least until the end when even she has to speak). The only thing that even gives this a 3 over a 1 or 2 is Rose McGowen's nude scene. Truly awful. Save yourself the trouble and rent something more interesting like a Barney Video.",negative
"This movie looked good - good cast, evergreen topic and an explosive opening. It went downhill from there. Why was it filmed by hand held camera? It shakes, judders, part captures scenes and simply confuses the viewer. A poor choice indeed. As if this was not enough, the worst edit in memory assumes a drugged viewer - mandatory if you want to get any enjoyment from it at all. And then it commits the worst sin of all. After leading the viewer down all sorts of unlikely and implausible scenarios to the point of exhaustion, they roll credits without revealing the denouement - the ending - the payoff -like what the heck was the motive? How can you expect to succeed by making thrillers without an ending? Doh! This movie had great promise and ending up doing a face plant in the mud. What a waste of effort. Poor effort by writer and director.",negative
This movie looked like it was going to be really funny. I was very excited to see it but was very disappointed. It was very unrealistic. The plot was also pretty weak. I was expecting it to be really funny but the jokes weren't even that good. I was also really disappointed with the ending. I would not recommend this movie to anyone.,negative
"This movie looked like it was rushed to release for some reason. Definitely not a well made movie. So unbelievable. The scenes where the President (Holbrook) were downtown and walking among the people were a farce. There would not be a chance for the common folk to be within 30 yards of the President in that situation in real life. If it wasn't for the blood and profanity, this was shot like a TV movie. It could have been decent if it was done differently. Holbrook's (President) talents were never realized in this movie. Shatner's acting is okay. The production values in this movie leave a lot to be desired. Overall, I think most people would be better off not wasting time to watch this affair.",negative
"This movie looked like it was shot with a video phone, it had very little plot and unnecessary nudity. The movie never really came together or made much sense and for a movie like this, of course, there were some unnecessary boob shots. The director was obviously trying to make the movie subjective and different, but it just never gave enough information on what was even really going on, even in the end i was left with a mixture of anger and confusion. Confusion from the lack of plot, and anger because i wanted my two dollars back from blockbuster and an 1.5 hours of my life back. They should have a payment program for people who accidentally rent this movie.",negative
"This movie looked like the out-takes of the deleted scenes from a high school film class experiment. It made no sense! It was well acted, but I only felt sorry for the characters because they had to appear in this slop. The alien machines were created with Pentium I technology and no creativity, they were crabs! The under-lit and barely seen aliens were Frisbees with legs. WHERE WERE THE TRIPODS? The editing, done by director/writer/producer/make-up artist/gripper Latt, jumps all over the place, with some scenes repeated numerous times. Most of it seemed to have been filmed in the wake of hurricane Katrina. The next time Latt wants to make a movie, someone needs to slap him. In 2005 alone he produced 11 movies! That doesn't include the writing, editing, directing or visual effects credits on other movies. If the rest are like this snot-load, then he's just making fun of us. This was a slapped together rip-off of Spielberg's movie, nothing more. I'm looking forward to Latt's ""BackBroke Ridge', ""X-Man IIV"", ""The Hillocks have Eyes.""",negative
"This movie looks like it was made for TV . For years I waited for some movie to be made about Rubin Carter, because I loved to see him box at the old MSG, and to see this movie was very disappointing.I have alot of respect for Mr Washington, but he was awful and boring.There is really nothing good to say about this movie except I did like the song.",negative
"This movie lost me with the crossbow RPG (rocket-propelled grenade). It was like someone cut and pasted a scene from Robocop. I half expected Beowulf to say exclaim, ""I LIKE IT!""<br /><br />I watched this because I like Chris Bruno from ""The Dead Zone"" TV show and he did his part. He chose a strange accent, but at least he kept it consistent for the whole movie -- unlike any of his costars. They kept slipping into all kinds of speech from old English to modern English, sometimes in the same sentence.<br /><br />There are already many comments on how this movie is different from the source material. However, even on its own, this movie's plot is not good. It's just boring, which even the low budget doesn't excuse. Having a low budget means that you need to at least have a good story, dialog and decent acting. Those things don't cost much. Instead, they spent their money on half-assed CGI and some decent costumes and sets.<br /><br />Life is too short to watch this movie.",negative
"This movie made it into one of my top 10 most awful movies. Horrible. <br /><br />There wasn't a continuous minute where there wasn't a fight with one monster or another. There was no chance for any character development, they were too busy running from one sword fight to another. I had no emotional attachment (except to the big bad machine that wanted to destroy them) <br /><br />Scenes were blatantly stolen from other movies, LOTR, Star Wars and Matrix. <br /><br />Examples<br /><br />>The ghost scene at the end was stolen from the final scene of the old Star Wars with Yoda, Obee One and Vader. <br /><br />>The spider machine in the beginning was exactly like Frodo being attacked by the spider in Return of the Kings. (Elijah Wood is the victim in both films) and wait......it hypnotizes (stings) its victim and wraps them up.....uh hello????<br /><br />>And the whole machine vs. humans theme WAS the Matrix..or Terminator.....<br /><br />There are more examples but why waste the time? And will someone tell me what was with the Nazi's?!?! Nazi's???? <br /><br />There was a juvenile story line rushed to a juvenile conclusion. The movie could not decide if it was a children's movie or an adult movie and wasn't much of either. <br /><br />Just awful. A real disappointment to say the least. Save your money.",negative
"This movie made me feel as if I had missed some important scenes from the very beginning. There were continuity errors and plots that stopped as abruptly as they started. I was very disappointed because I love Whoopi Goldberg & Danny Glover, in addition to that have always trusted & respected Danny Glovers taste in his choice of roles, ""Grand Canyon"" for example. I just could not finish this movie, after what seemed an eternity, but was probably just a little over an hour; we had to turn it off. There was no comedy, there was nothing about the characters to make you empathize or sympathize with them, there was no evoking of emotion at all regarding this movie and the clips of their past were poorly edited, confusing, and unnecessary. What could have been a great idea for a movie, even as a drama & not a comedy (although I think a comedy in this situation would have been better, because I love to watch white people freak out & start acting like complete idiots, it makes me laugh) became a waste of my $1 credit at the video store.",negative
This movie made me laugh so much. It was a bloody joke to tell you the truth. So unbelievable and the worst plot ever. The acting as well was bad. I don't how come so many popular Bollywood actors and actresses took on to do this movie. The script must have been somewhat of a joke. The visual effects in this movie was excrutiatingly painful to watch. I believe that a kindergarten kid could have done a better job of the visual effect and a monkey could have done a better job of coming up with a plot.<br /><br />The plot has numerous attempts at copying major Hollywood movies like The Terminator but it fails miserably. I laughed my head off seeing this movie. A total disaster in Indian cinema history!,negative
"This movie made me really mad because the main characters or all the characters have a southern accent. I've lived in Iowa for 29 years and I know that people don't have a southern accent here. This movie is about a guy who does meth and I don't know the real plot or what the movie is suppose to be about. It has some pretty graphic drug use in it and it's really insulting so see these people use meth like it was sugar. I lost my brother to meth and this movie makes me sick to my stomach because it glamorizes the drug. The movie makes it look cool to use the drug but I was happy at the end when the guy almost made it across the state line. I also know that most women who experience a traumatic rape don't want to make love to their boyfriend or husband the next day. The movie is just wrong in all directions. I would suggest ""The Basketball Diaries"" if I was going to suggest a movie about drugs.",negative
"This movie made me so angry!! Here I am thinking that here's a new horror movie, one w/a sense of intelligence & then the movie starts. The scenery, the delivery of lines, the costumes, the fake gore, must I go on? There are porno movies out with better dialog than this. I understand the concept behind indie movies, but my goodness, this wasn't just indie this was a high school book report shot w/a camcorder & the cast are all friends & relatives. This is 1 movie that was doomed from its beginning. Maybe if it was 1982 instead of the new millennium this movie could fly. But it seems to me that someone hung a rock around this albatross's neck & it was sinking at a constant rate of speed.",negative
"This movie made me think....of how I could write something about it without personally dissing the director and all the actors, who, as an Australian, I am proud of for actually getting out there and making a film.<br /><br />But the movie itself? Let me tell you a story....<br /><br />Found this DVD in my local rental shop yesterday and had vague recollections of the reviews at the time of cinema release here, so I thought I would give it a go.<br /><br />For some reason, I decided to watch the 'special features' before I watched the actual movie, not something that I usually do. Turned the 'making of' off halfway through, as I'd had enough cringing at the 'aren't we so wonderful for putting together such a hard hitting film with such a raw script' attitude.<br /><br />The movie? Ugh. Full of clichés and pathetic character development. The actors? Well done guys, you are Aussies and I applaud you. And, just like a footy team is only as good as the coach that directs them, you unfortunately did NOT have a great script to work with.<br /><br />I felt that the movie actually trivialised so many of the subjects that it seemed to want to cover. I have seen many reviews here that refer to it as nothing more than a soap. Agreed.<br /><br />Finally (and forgive me if I don't phrase this correctly), I was extremely disappointed that there were no optimistic overtones at all. Yes, we all know that life is full of hard stuff, and yes we know that things such as incest DO occur, but I really find it hard to applaud a movie that has not one piece of joy in it. I believe that a director has a responsibility to put it in there SOMEWHERE. Otherwise, the movie is all about THEM and THEIR feelings, they have created it for themselves, not for an audience.<br /><br />Which I think is the basis of why this movie isn't so great. The special features mention that the director wrote the screenplay in a 36 hour sitting, the day after he himself tried to end his own life. Well, it may have been cathartic for him to do this, however the movie reeks of self-indulgence when you know the story behind why it was written. ""I feel horrid, I'm going to write a movie about feeling horrid"". (Note: I have read the interview with Andrew Urban, and understand WHY Thalluri needed to write something to help him through his own issues, but I believe there is a line in film that cannot be crossed - the line of making a movie purely for your own emotional needs, and I feel that this is what has unintentionally happened here)<br /><br />By his own admission, the director had no technical experience at all, and sadly, this makes the movie come off looking like nothing more than a year twelve media project.<br /><br />As for any recommendations that this movie should be studied at school, or that all teenagers should watch it - not sure there either. Because there is a VERY dangerous line at the end. I too have been in a place where I have thought that someone who no longer has to 'face life' is 'lucky', but as an adult, I do worry that this line could be influential on a young viewer that was in a vulnerable frame of mind. Might be in there to promote discussion, but again, it reflects no possibility of redemption or joy in this story as a whole. In fact, it almost indicates that there is more sadness to come.<br /><br />I haven't seen Elephant, but I just might go find it, given all the comparisons here.<br /><br />Nothing personal here guys, I do hope you can make another movie someday, and we all have to start out somewhere, so forgive me if I've been too harsh. I am glad that you are proud of what you created, which in the end is what life is all about. It's not a movie I would recommend though.<br /><br />Oh, I DID like the way the time-frames often collided, thought that was an interesting way to film. <br /><br />But the whole ""Its the quiet ones you have to watch"" - we already know that.",negative
"This movie made me very angry. I wanted desperately to throttle the ""scientists"" and unseen film-makers during the course of it. Very, very painful to sit through. Sophomoric and pretentious in the worst way. The little good information on brain function/chemistry and quantum theory is lost in a sea of new agey horse sh*t. The worst offenders were the crack-pot charlatans Ramtha and Joseph Dispenza. Mr. Dispenza informs us that most people lead lives of mediocrity and clearly implies that he, on the other hand, is living on a higher plane. Even the ideas and attitudes that I basically agree with are presented in such a heavy handed, clumsy, superior, pretentious, preachy manner that I felt the desire to disavow them. I think that's what made me so angry, the fact that they've taken what are indeed profound aspects of established scientific thought and marred them with their new age hokum. Much of it is based around the fallacy of applying concepts of quantum theory to the macro world. Fittingly, the dramatized portions with Marlee Matlin are amateurish and cliché ridden.<br /><br />I would refer people instead to Bill Bryson's excellent survey of science: ""A Brief History of Nearly Everything."" There's plenty of profound wonder about life and the universe in the actual, established science.",negative
"This movie made me want to bang my head against the wall. It is hard to compare such badness as this to anything, but some say that watching this movie is similar to bleeding from under your fingernails. And that comment comes from the writer's cousin. This movie was so flipping bad, it made ""Hulk"" (The second worst movie ever) look like ""The Departed"" (One of the greatest movies in cinematic history). If you like boring family movies with predictable plot lines, then you will absolutely love this movie. If you have a brain, then you definitely will not. When I rented this movie, I actually fell asleep while watching it. The next day, I finished it from where I left off, and it was the worst decision of my life.",negative
"this movie made me watch Paul W.S. Anderson's AvP1 and enjoy it! I am not even going to dream of comparing Requiem to any of the Alien or Predator series' movies,this is a HORRIBLE TEENAGE B-HORROR FOOTAGE SET IN AN American SMALL TOWN NO ONE CARES ABOUT.<br /><br />AvP1 at least had heaps of handcrafted art carved into the movie sets,it had bags of eye-candy not previously seen in any of the original movies - but was ruined by unconvincing characters/acting.<br /><br />Requiem takes bad acting to the lowest imaginable level,and it also lacks in every other department just as much...it's a sacrilege to include alien and predator suits in this kind of rubbish.",negative
"This movie made my face hurt. I don't understand it...things just happened, inexplicably, and they usually resulted in someone bursting into a song and dance number. I don't understand how people can laud this film with praise. There are B-movies, and then there are B-musicals, and then there is Rockula.<br /><br />The songs made me want to run headlong into a wall. The only saving grace is that one of the musical explosions turns out to be a musical video, which eases the pain, yet still fails to justify why it needed to exist. The most frightening section of the film is Toni Basil's creep-dance that accompanies her weird song. But on the bright side, she can manages to find the notes that she is looking for, unlike pop music sensations Rockula (aka Rapula) and Mona...wow, can we say tone deaf. So if you want to question life for about 90 minutes, see this film. If you hate your life, then buy it.",negative
"This movie makes a promising start and then gets very confused and muddled. Kamal Hasan has made a lot of effort in getting the period look right, pity he did not spend more time on the plot. Most of the small characters in the movie show up for no particular reason.<br /><br />Overall very disappointing, I would recommend avoiding this movie.",negative
"This movie makes Canadians and Brits out to be asinine, moronic idiots. The men get stoned/drunk, and then they yell/beat each other up in almost every scene. The women are superfluous to the story  I do not understand what they are there for  they spend every scene causing a ruckus, or worse, milling around like mesmerized cattle. Apparently, Canadian women are either quarrelsome vulgar tramps or hulking hippie chicks. It's the standard knocked-up girlfriend, her loser boyfriend and his wicked mother ludicrousness that we have seen in countless movies before.<br /><br />Every character here is a carping, infantile stereotype. Not to mention that they all looked like they need a shower! And the idea of any kind of scene implying sex with George Wendt  shudder  is enough to make anyone gag! I watched the movie because Samuel West was in it  but I cannot understand why he would have accepted a role like this. Maybe he needed the money. Ian Tracey is a superb actor - the only one with a vague redeeming moment, but his talent is wasted here.<br /><br />As for the rest of the plot  the three imbeciles trying to get their dope back  yawn - or Karl  who is dead, but who is actually a character very much alive in the minds of those left behind (almost like Rebecca in Alfred Hitchcock's masterpiece  although I am ashamed to even have thought to compare these two films), why even bother? Karl is so galling that you find the circumstances of his death gratifying.<br /><br />By the end of this wretched movie, I thought they would all have been better off going down with him on that boat!",negative
"This movie makes ""Glitter"" look like ""Schindler's List."" Tarantino and the Weinsteins really need to consider more carefully before putting their names on a product. Green-lighting a P.O.S. like this, regardless of the friendships involved, is just bad business. Larry Bishop needs to be kept away from a movie camera at all costs. Writer/director/producer/actor Bishop shows that his skills are inadequate for any of those jobs. A vanity project gone south, ""Hell Ride"" allows usually good actors to chew the scenery... at least when the camera isn't centered on Bishop's feeble attempts to steal every scene he's in. (Which is virtually EVERY SCENE!) My final three words on ""Hell Ride"" are STINK, STANK, STUNK.",negative
"This movie makes me think the others I've seen with Combs were an accident. The plot had more holes than I think I've ever seen in a movie purporting to be something more than a ""b"" movie. The acting was so laughable that not even the memories of Combs' past campy triumphs were enough to save it. Considering the script I have to imagine that there was not enough money in the budget for things like continuity and original ideas. I am thoroughly upset that I paid Blockbuster prices for this trash. The fact that it was made for television was something that would have helped me avoid this atrocity and frankly something that movies this poor should be required to warn you of. Avoid this movie no matter what.",negative
"This movie makes me want to throw up every time I see it. If you take the first movie, and reverse the plot (ariel wants to leave the sea, her daughter wants to go to the sea), take the same characters and give them new animals and new names, and then throw in crappy animation and the biggest suck factor, possible, you get the little mermaid 2. Its basically a copy of the first movie with a reversed plot. I'll take you through the horror of it step by step. These are the people from the 1st movie: First of all, Prince Eric is still prince eric, with about 3 lines in the whole movie. Ariel is uptight, annoying, and is not the carefree, headstrong spirit we saw in the 1st. In fact, she is the exact opposite. Sebastian is still sebastian only less cute, less convincing as being stressed out, and the jokes just aren't funny anymore. Flounder has about 2 lines. He now has kids and he talks with a dumb nasal voice. Scuttle is still dumb scuttle only not funny. King Triton's character is probably the best, he still retains the intimidation and love for his daughter, Melody. Ariel and Prince Eric appear not to give a hoot about their daughter. <br /><br />Like i said, all they did was use the characters from the first movie and copy them. This is what they did: Ursula- The new evil villain is Morgana, Ursula's sister who feels like she always lived in Ursula's shadow. I wouldn't be scared of her if she showed up at my doorway with a knife. She can't do anything right and she's a failure as a villain. She has the same voice ursula did. Sebastian & Flounder - Have been replaced by probably the most stupid sidekicks, Tip & Dash, a walrus and a penguin. They try to be hero's but always fail when trying. the plot is so predictable. They become heroes at the end. Yawn. Flatson& Jetsom- Now replaced by a shark who was turned about 10x smaller by triton. Hes really bad too. Morgana and the shark (sharkbait, I think was his name) have no chemistry, good or bad. Ariel-Ah, Ariel. Our lovely mermaid was replaced by her un-lovely daughter, melody. Melody cannot sing, her voice is about 2 octaves higher than it should be, and you want to punch her in the face because shes so fake sugary sweet. She wants to go to the sea, she is clumsy and the kids make fun of her, she has to go find herself. yawn.<br /><br />Not only is the movie boring and unoriginal its so simplistic when you watch this movie you will gasp at how bad it is. Certain parts of the movie make you want to call Disney up and demand why such a horrible movie was made as a sequel to such a wonderful original.<br /><br />Basically, comparing the little mermaid 2 to the little mermaid is like comparing and Ed Wood movie to Casablanca. Don't ever watch this, not even when your bored.",negative
"This movie makes no sense at all, there are plot holes big enough to drive enormous NYPD vehicles through. The characters do not act in any plausible way whatsoever. I will put my comments in the chat board, but save your time and money, this is stupid. I can't stand when Hollywood spends millions of dollars on flash bang equipment and uses fancy editing and cool music, and does not bother to have a plot that hangs together at even the most basic level. But it is nice to see Denzel W. prevail over the Man, who comes in 3 flavors, Jodi Foster, Mayor Bloomberg and Capt. Von Trapp. There is even a sweet little kid with a video game who is nice.",negative
"This movie makes Peter an elf in Robin Hood costume instead of a human boy in probably-not-Robin-Hood-costume and ignores all the persona features in him that really matter. This movie makes Wendy a babbling idiot. And poor Captain Hook a TOTAL clown. And of course as every Disney cartoon must have a character which has had too many hits in the head, they made one of the Lost Boys that one. The only character that has not been disgraced in this film is Tink. The only star is for her.<br /><br />The story itself then? The Darling parents don't even get the time to notice their kids are gone!!! Probably one of the most significant point in the original story and they ruined it! Also the famous nursery scene between Peter Pan and Wendy is a stunning piece of- There are no thimbles and no acorns - one of the little things that makes the original story such a unique one. It's a wonder he even had lost his shadow and she helped him stick it. (Even though to his shoes and it makes no sense to me.)<br /><br />Ruining a great story like this just to amuse children should be illegal. So know now if you haven't known it before - this Disney version does not have anything significant in common with the original story - which is not really a children's story but just a great, great story.<br /><br />This just annoys me to no end.",negative
"This movie makes several mistakes. a few American actors in Spain , and the Spanish actors speaking English. the 'spaniards' English is OK, but the way the acting is performed it makes it all quite annoying. the dialog through the whole script is very weak; it may have been a Spanish script but translated incorrectly, who knows and who cares. i can only assume that these are famous Spanish actors forced into the English language , they may be good, but not in this flop. you will figure out the movie within the first 5 minutes, thats how pathetic it is. then the rest is just bad . lots of waste of time, lots of UN-necessary plots. Oh did i mention one of the Baldwins' is in this.",negative
"This movie makes you wish imdb would let you vote a zero. One of the two movies I've ever walked out of. It's very hard to think of a worse movie with such big name actors. Well...Armageddon almost takes it, but not quite.",negative
"This movie masquerades as a social commentary, when in fact it is every bit as ridiculous as the very racism it condemns. The premise of this movie: African-American = Strong... any other race = weak. The worst part is when Rapaport pulls a gun on Omar Epps and a Jewish guy. The Jewish guy, in stereotypical fashion, crumbles in fear and starts pleading for his life... but the big, strong, defiant Omar Epps stands strong with no fear. We also have the condemnation of every fraternity member as being a arrogant preppie drunk or rapist. The raped white girl, of course, begins considering lesbianism since she's just a weak white girl after all. When the nerdy white guy is rejected by the fraternity members he of course must fall in with the skinheads, who are incredible cowards; especially the big muscular guy who is beaten down quickly by the strong black men. Wait... BUSTA RHYMES BEAT UP A GUY TWICE HIS SIZE??? Yeah, right.<br /><br />Of course the black men NEVER reject their own people and Omar Epps moves in with them easily. The scenes where Ice Cube threatens his white roommates and keeps them in line are just stupid -- of course he is the dominating one while his weak white roommates sit in fear of him and eventually move out. This movie was just terrible and the ending made me actually laugh out loud. The overly long slow-motion between Epps and Banks gets hilarious with the faces they make -- it's like watching my nephew and cousins making faces at each other (and they're all under 5). Do yourself a favor and skip this crapfest.",negative
"This movie may bear some historical importance, and it sure seems astonishing how well the facts are together, the setting, the rocket, the space suits, the surface of the moon, all scream ""a classic"" - but in the end, the result makes a pretty dull movie for todays eyes, and the 50ies tech scenes you might hope for in a movie like this are by far not enough to reward sitting through all the tacky dialog and predictable plot developments. The characters and plot may reward a scientific sociological analysis, but bear too little entertainment value many times.<br /><br />Much of this movie seems like a good movie for nine-year-olds. The mature themes, the human drama and the violence are kept to a level suitale for children as well.<br /><br />The images of the earth and the moon seen from space may actually be more accurate than the ones in ""2001"", but so what if their use is dramatically inefficient. Especially 2001 may seem like a stretched out meditation over themes of this movie, and, has Star Wars not somehow modelled it's space-scrolling opening titles on the opening titles of this Film? But then again - the inheritance is marginal.<br /><br />If its a real groundbreaking and mega-influential mature 1950ies Sci-Fi classic you are looking for however, check out ""Forbidden Planet"".",negative
"THis movie may be the worst movie I have ever seen. Basically it is right above Leprachaun 5, the only difference is that it missing Ice T. The scene where he does the chick with the carrott...priceless. Oh yeah they made a second one, genius",negative
"This movie may seem scary on commercials, but the actual movie was a reason to vomit. This is a below below average, (even lower than that) and has no plot. I mean every house can make you feel scared and sure, a dead Japanese woman would scare the poop out of you, but so what? Make a movie that would appeal to watchers and not just show images of scared people and some hair (dead Japanese woman). Can you say ""horrible rip-off of Samara (The Ring)""? Don't get me started with the ""dead child"". Not even that scary! So what? He has a cat and he can imitate it, big freaking deal! Just bury the poor zombies and save some lives that have the potential of being harmed by the Grudge! 1/10! Yuck! >.<",negative
"This movie might be o.k. if not for all the language in it. I think that the storyline itself isn't bad, but I would be too embarrassed to let my wife or kids see the movie. I know that kids will learn all the swear words along the way eventually, that's true, but parents should not assist them in the process by letting them see and hear the stuff in the guise of entertainment.<br /><br />I used to quite like Robert Loggia; he has a distinctive gritty quality with that rough voice of his, but in the last few years all I have seen him do are roles with a lot of language in them. If we had an award for over-use of the F word, he would have to be a contender. Unfortunately, I think he's now lost me as a fan. When I see his name on movies in future, I will be thinking twice about picking up that title.<br /><br />Look, I'm no prude. I use language sometimes too, in extreme circumstances, but when we're watching a movie it is for the sake of E N T E R T A I N M E N T, something which we hope will bring us some joy and escapism. I do not want to be reminded of what's happening out on the streets in any big city these days, and it's a hassle to have to wonder whether or not a movie is alright for my family to watch.<br /><br />I like Matt Modine too, but it's a pity that he has associated himself with a picture which has let his image down like this. He probably did an o.k. job in the movie, but I turned off about 1/4 of the way through after having had my ears assaulted once too often by others in the cast. Why can't these actors just say no when these scripts ask them to carry on with this gutter language? Once enough actors, (especially the big names), kick up a fuss about it, the writers will stop putting it in the movies!<br /><br />I'm sorry, but I cannot recommend this picture. It's a pity too, because I think it would probably have been alright, if it had been made well enough for decent families to watch! Thank God I only wasted $2.00 on it!",negative
"This movie moved much too slowly for my taste.The concept of the story is refreshingly different in that it explores the family dynamics of living with a mentally-retarded family member in a way that I have not previously seen on-screen.However,the execution of the concept was flawed.Each character was developed fully within the scene of her first appearance,then one had to endure the feeling that each character was treading water the rest of the way.That is,each character flailed about awkwardly in her interpersonal relationships with others in the movie,which I found to be a form of emotional and social retardation.I suppose this has artistic merit,given the irony that the story centers around an intellectually retarded individual surrounded by way above-average intelligence friends and family.The acting,however,was well-done without exception.I agree with other reviewers that the cinematography was beautiful.In summary,I think the film has strong artistic merit because of the fine acting and cinematography,but fails on an emotional level due to the shortcomings described.",negative
